"@xml:id"	"Map"	"Election / Signing Date"	"Election Type"	"Parliament"	"Province / Treaty #"	"Riding / Place of Negotiation "	"Place of Signing"	"Last Name"	"First Name"	"Middle Name (s)"	"Occupation"	"Party"	"Votes"	"Votes (%)"	"Elected"	"Treaty Signatories"	"Latitude / Longitude"	"Comments"
"CARL"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Carleton"		"James Hartley (1867) [5]"									"46.28716, -67.48856"	
"CARL"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Carleton"		"George W. White (1868)"									"46.28716, -67.48856"	
"CARL"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Carleton"		"William Lindsay"									"46.28716, -67.48856"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"John McAdam [1]"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"John S. Covert (1868)"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"James G. Stevens [3]"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"Henry Frye (1867)"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"Francis Hibbard"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"James W. Chandler [3]"									"45.30592, -67.01653"	
"CHAR"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Charlotte"		"Benjamin Robert Stephenson (1867)"									"45.30592, -67.01653"	
"GLOU"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Gloucester"		"Robert Young"									"47.41324, -65.37963"	
"GLOU"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Gloucester"		"John Meahan"									"47.41324, -65.37963"	
"KENT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kent"		"William S. Caie"									"46.58151, -65.10498"	
"KENT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kent"		"Owen McInerney [4]"									"46.58151, -65.10498"	
"KENT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kent"		"Urbain Johnson (1869)"									"46.58151, -65.10498"	
"KING"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kings"		"George Ryan"									"45.59866, -65.9729"	
"KING"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kings"		"William P. Flewelling"									"45.59866, -65.9729"	
"KING"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Kings"		"John Flewelling"									"45.59866, -65.9729"	
"NORT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Northumberland"		"John M. Johnson[2]"									"46.95032, -66.20359"	
"NORT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Northumberland"		"William Moore Kelly (1867)"									"46.95032, -66.20359"	
"NORT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Northumberland"		"Edward Williston"									"46.95032, -66.20359"	
"NORT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Northumberland"		"Richard Sutton"									"46.95032, -66.20359"	
"NORT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Northumberland"		"George Kerr"									"46.95032, -66.20359"	
"QUEE"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Queens"		"John Ferris[2]"									"45.76068, -66.10476"	
"QUEE"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Queens"		"Walter S. Butler (1867)"									"45.76068, -66.10476"	
"QUEE"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Queens"		"Robert Thorne Babbit"									"45.76068, -66.10476"	
"REST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Restigouche"		"John McMillan[2]"									"47.66556, -66.80789"	
"REST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Restigouche"		"William Montgomery (1867)"									"47.66556, -66.80789"	
"REST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Restigouche"		"Alexander C. DesBrisay"									"47.66556, -66.80789"	
"STJO"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Saint John City"		"Samuel Leonard Tilley"									"45.27591, -66.0595"	
"STJO"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Saint John City"		"Andrew R. Wetmore"									"45.27591, -66.0595"	
"STJO"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Saint John County"		"Charles N. Skinner"									"45.35221, -65.70918"	
"STJO"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Saint John County"		"John H. Gray"									"45.35221, -65.70918"	
"STJO"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Saint John County"		"Robert D. Wilmot[1]"									"45.35221, -65.70918"	
"SUNB"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Sunbury"		"John Glasier"									"45.92077, -66.39039"	
"SUNB"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Sunbury"		"William E. Perley"									"45.92077, -66.39039"	
"VICT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Victoria"		"Benjamin Beveridge"									"47.36116, -67.53279"	
"VICT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Victoria"		"Vital Hébert[6]"									"47.36116, -67.53279"	
"VICT"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Victoria"		"Lévite Thériault (1868)"									"47.36116, -67.53279"	
"WEST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Westmorland"		"Albert J. Smith[2]"									"46.09981, -64.7751"	
"WEST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Westmorland"		"Joseph Lytle Moore (1867)"									"46.09981, -64.7751"	
"WEST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Westmorland"		"Bliss Botsford"									"46.09981, -64.7751"	
"WEST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Westmorland"		"Angus McQueen"									"46.09981, -64.7751"	
"WEST"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"Westmorland"		"Amand Landry"									"46.09981, -64.7751"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"James Quinton"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"Hiram Dow"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"Charles Fisher[2]"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"John Pickard (1867)[2]"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"William Hayden Needham (1869)"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"Alexander Thompson"									"46.11924, -67.0385"	
"YORK"	"Use pre-Confederation (pre-1867) folder / map"	1866			"New Brunswick"	"York"		"John A. Beckwith"									"46.11924, -67.0385"	
"CHAR"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"CHARLOTTE"		"STUART"	"Wesley"		"civil servant"	"Liberal"	5486	50.14	1		"45.30592, -67.01653"	
"CHAR"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"CHARLOTTE"		"POLLARD"	"Randall"		"merchant"	"Progressive Conservative"	5456	49.86	0		"45.30592, -67.01653"	
"GLOU"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"GLOUCESTER"		"RICHARD"			"barrister"	"Liberal"	11683	62.43	1		"47.41324, -65.37963"	
"GLOU"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"GLOUCESTER"		"ROBICHAUD"			"barrister"	"Independent"	6423	34.32	0		"47.41324, -65.37963"	
"GLOU"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"GLOUCESTER"		"BLANCHARD"			"carpenter"	"Co-operative Commonwealth Federation"	609	3.25	0		"47.41324, -65.37963"	
"KENT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"KENT"		"LÉGER"	"D."		"contractor and farmer"	"Liberal"	6835	65.05	1		"46.48356, -65.33572"	
"KENT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"KENT"		"DOUCET"			"farmer"	"Progressive Conservative"	3089	29.4	0		"46.48356, -65.33572"	
"KENT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"KENT"		"LEBLANC"			"farmer"	"Co-operative Commonwealth Federation"	584	5.56	0		"46.48356, -65.33572"	
"NORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"NORTHUMBERLAND"		"MALONEY"	"William"		"lumber merchant"	"Liberal"	8507	53.4	1		"46.98003, -66.4343"	
"NORT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"NORTHUMBERLAND"		"O'BRIEN"	"Leonard"		"lumber merchant"	"Progressive Conservative"	7425	46.6	0		"46.98003, -66.4343"	
"REST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"RESTIGOUCHE-MADAWASKA"		"MICHAUD"			"barrister"	"Liberal"	12200	55.16	1		"47.63585, -67.12092"	
"REST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"RESTIGOUCHE-MADAWASKA"		"MCLAUGHLIN"	"Patrick Noel"		"barrister"	"Progressive Conservative"	5205	23.53	0		"47.63585, -67.12092"	
"REST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"RESTIGOUCHE-MADAWASKA"		"MARMEN"	"Emile"		"electrical superintendent"	"Co-operative Commonwealth Federation"	2412	10.91	0		"47.63585, -67.12092"	
"REST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"RESTIGOUCHE-MADAWASKA"		"DUBÉ"			"locomotive engineer"	"Independent Liberal"	2300	10.4	0		"47.63585, -67.12092"	
"ROYA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ROYAL"		"BROOKS"	"J."		"barrister"	"Progressive Conservative"	8915	53.01	1		"45.72535, -66.25305"	
"ROYA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ROYAL"		"CLARK"	"William"		"physician"	"Liberal"	6769	40.25	0		"45.72535, -66.25305"	
"ROYA"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ROYAL"		"COATES"	"K."		"active service"	"Co-operative Commonwealth Federation"	1134	6.74	0		"45.72535, -66.25305"	
"STJO"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ST. JOHN-ALBERT"		"HAZEN"	"King"		"barrister"	"Progressive Conservative"	16205	46.78	1		"45.32897, -65.95642"	
"STJO"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ST. JOHN-ALBERT"		"MACLAREN"	"Laurence"		"gentleman"	"Liberal"	14248	41.13	0		"45.32897, -65.95642"	
"STJO"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"ST. JOHN-ALBERT"		"ARROWSMITH"	"Henry"		"commercial pilot"	"Co-operative Commonwealth Federation"	4190	12.09	0		"45.32897, -65.95642"	
"VICT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"VICTORIA-CARLETON"		"HATFIELD"	"Harold"		"merchant"	"Progressive Conservative"	9365	54.49	1		"46.88277, -67.21434"	
"VICT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"VICTORIA-CARLETON"		"SMITH"	"Frederick"		"farmer"	"Liberal"	7132	41.5	0		"46.88277, -67.21434"	
"VICT"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"VICTORIA-CARLETON"		"O'REGAN"	"Murray"		"teacher"	"Co-operative Commonwealth Federation"	689	4.01	0		"46.88277, -67.21434"	
"WEST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"WESTMORLAND"		"EMMERSON"	"Read"		"salesman"	"Liberal"	17251	52.97	1		"46.09981, -64.7751"	
"WEST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"WESTMORLAND"		"WALKER"	"Alfred"		"manufacturer"	"Progressive Conservative"	11612	35.65	0		"46.09981, -64.7751"	
"WEST"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"WESTMORLAND"		"MILTON"	"Pearson"		"merchant"	"Co-operative Commonwealth Federation"	3707	11.38	0		"46.09981, -64.7751"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"YORK-SUNBURY"		"BRIDGES"	"G."		"barrister"	"Liberal"	10828	48.22	1		"46.32037, -67.07702"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"YORK-SUNBURY"		"SANSOM"	"William"		"gentleman"	"Progressive Conservative"	9953	44.32	0		"46.32037, -67.07702"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"6/11/1945"	"Gen"	20	"New Brunswick"	"YORK-SUNBURY"		"BATH"	"Robert"		"clergyman"	"Co-operative Commonwealth Federation"	1674	7.45	0		"46.32037, -67.07702"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"10/20/1947"	"B/P"	20	"New Brunswick"	"YORK-SUNBURY"		"GREGG"	"Fowler"		"educationist"	"Liberal"	12237	51.27	1		"46.32037, -67.07702"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"10/20/1947"	"B/P"	20	"New Brunswick"	"YORK-SUNBURY"		"SANSOM"	"William"		"gentleman"	"Progressive Conservative"	8119	34.01	0		"46.32037, -67.07702"	
"YORK"	"Use post 1905 folder / map (ex. 1932, 1945)"	"10/20/1947"	"B/P"	20	"New Brunswick"	"YORK-SUNBURY"		"YOUNG"			"teacher"	"Co-operative Commonwealth Federation"	3514	14.72	0		"46.32037, -67.07702"	
"BAYD"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Bay de Verde"		"Bemister"									"47.96234, -53.09967"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Bonavista Bay"		"Warren"									"48.66919, -54.05273"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Bonavista Bay"		"Oakley"									"48.66919, -54.05273"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Bonavista Bay"		"Burton"									"48.66919, -54.05273"	
"BURG"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Burgeo-La Poile"		"Prowse"									"48.10743, -57.50244"	
"BURI"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Burin"		"Carter"									"46.92775, -55.40405"	
"BURI"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Burin"		"Evans"									"46.92775, -55.40405"	
"CARB"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Carbonear"		"Rorke"									"47.73562, -53.23425"	
"FERR"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Ferryland"		"Glen"									"47.18224, -52.98706"	
"FERR"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Ferryland"		"Kearney"									"47.18224, -52.98706"	
"FORT"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Fortune Bay"		"Bennett"									"48.18806, -55.53588"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Harbour Grace"		"Hayward"									"47.66168, -53.30566"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Harbour Grace"		"Green"									"47.66168, -53.30566"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Harbour Main"		"Hogsett"									"47.4059, -53.24519"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Harbour Main"		"Furey"									"47.4059, -53.24519"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"Shea"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"Barron"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"O'Reilly"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"Shea"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"Barron"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Placentia-St. Mary's"		"O'Reilly"									"47.25686, -53.96484"	
"PORT"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Port de Grave"		"Leamon"									"47.43366, -53.22051"	
"ESTJ"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"St. John's East"		"Kent"									"47.65798, -52.7893"	
"ESTJ"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"St. John's East"		"Parsons"									"47.65798, -52.7893"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"St. John's West"		"Casey"									"47.5172, -52.81127"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"St. John's West"		"Talbot"									"47.5172, -52.81127"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"St. John's West"		"Renouf"									"47.5172, -52.81127"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Trinity Bay"		"Rendell"									"48.14409, -53.63525"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Trinity Bay"		"Wyatt"									"48.14409, -53.63525"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Trinity Bay"		"March"									"48.14409, -53.63525"	
"TWIL"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Twillingate and Fogo"		"Whiteway"									"49.05212, -55.55799"	
"TWIL"	"Use pre-Confederation (pre-1867) folder / map"	1865			"Newfoundland"	"Twillingate and Fogo"		"Knight"									"49.05212, -55.55799"	
"BAYD"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Bay de Verde"		"Bemister"									"47.96234, -53.09967"	
"BAYR"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Bay Roberts"											"47.58393, -53.27819"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Bonavista Bay"		"Noonan"									"48.66919, -54.05273"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Bonavista Bay"		"Barnes"									"48.66919, -54.05273"	
"BONA"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Bonavista Bay"		"Winton"									"48.66919, -54.05273"	
"BURG"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Burgeo-La Poile"		"Emerson"									"48.10743, -57.50244"	
"BURI"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Burin"		"Carter"									"46.92775, -55.40405"	
"BURI"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Burin"		"Evans"									"46.92775, -55.40405"	
"CARB"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Carbonear"		"Rorke"									"47.73562, -53.23425"	
"FERR"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Ferryland"		"Glen"									"47.18224, -52.98706"	
"FERR"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Ferryland"		"Badcock"									"47.18224, -52.98706"	
"FORT"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Fortune Bay"		"Bennett"									"48.18806, -55.53588"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Harbour Grace"		"Munn"									"47.66168, -53.30566"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Harbour Grace"		"Green"									"47.66168, -53.30566"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Harbour Main"		"Little"									"47.4059, -53.24519"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Harbour Main"		"Kennedy"									"47.4059, -53.24519"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Placentia-St. Mary's"		"Bennett"									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Placentia-St. Mary's"		"Parsons, Jr."									"47.25686, -53.96484"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Placentia-St. Mary's"		"Renouf"									"47.25686, -53.96484"	
"PORT"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Port de Grave"		"Woods"									"47.43366, -53.22051"	
"ESTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's East"		"Walsh"									"47.65798, -52.7893"	
"ESTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's East"		"Jordan"									"47.65798, -52.7893"	
"ESTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's East"		"Parsons"									"47.65798, -52.7893"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's West"		"Brennan"									"47.5172, -52.81127"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's West"		"Talbot"									"47.5172, -52.81127"	
"WSTJ"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"St. John's West"		"Renouf"									"47.5172, -52.81127"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Trinity Bay"		"Rendell"									"48.14409, -53.63525"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Trinity Bay"		"Ridley"									"48.14409, -53.63525"	
"TRIN"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Trinity Bay"		"Alsop"									"48.14409, -53.63525"	
"TWIL"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Twillingate and Fogo"		"Duder"									"49.05212, -55.55799"	
"TWIL"	"Use pre-Confederation (pre-1867) folder / map"	1869			"Newfoundland"	"Twillingate and Fogo"		"McKay"									"49.05212, -55.55799"	
"BAYD"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bay de Verde"											"47.96234, -53.09967"	
"BAYR"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bay Roberts"											"47.58393, -53.27819"	
"BELL"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bell Island"											"47.62838, -52.97607"	
"CBON"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bonavista Centre"											"48.72726, -54.14058"	
"EBON"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bonavista East"											"48.65468, -53.10791"	
"NBON"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bonavista North"											"49.21042, -53.76159"	
"SBON"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Bonavista South"											"48.39273, -54.33288"	
"BURG"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Burgeo"											"47.62097, -57.60131"	
"EBUR"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Burin East"											"47.0252, -55.2832"	
"WBUR"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Burin West"											"46.96525, -55.83251"	
"CARB"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Carbonear"											"47.73562, -53.23425"	
"FERR"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Ferryland"											"47.18224, -52.98706"	
"FOGO"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Fogo"											"49.214, -54.34387"	
"FORT"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Fortune Bay"											"47.79101, -55.10742"	
"GRAN"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Grand Falls"											"48.24662, -57.24975"	
"GREE"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Green Bay"											"49.2678, -55.67871"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Harbour Grace"											"47.66168, -53.30566"	
"HARB"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Harbour Main"											"47.32753, -53.15183"	
"HERM"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Hermitage"											"47.73198, -56.66744"	
"HUMB"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Humber"											"48.95858, -57.96386"	
"LEWI"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Lewisporte"											"49.24629, -55.06347"	
"PLAC"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Placentia East"											"46.96151, -54.01977"	
"WPLA"	"Use pre-Confederation (pre-1867) folder / map"	1946			"Newfoundland"	"Placentia West"											"47.76886, -54.41528"	
